"","artist","n"
"1051","boz scaggs",11
"1052","boz scags",1
"1053","brad",5
"1054","brad mehldau",1
"1055","brahim",21
"1056","brahim ft. nessa",3
"1057","brainpower",5
"1058","brainstorm",3
"1059","bram vermeulen",27
"1060","bram weijters' crazy men",1
"1061","bran van 3000",5
"1062","bran van 3000 & curtis mayfield",2
"1063","bran van 3000 ft. curtis mayfield",1
"1064","brand new heavies",8
"1065","brandy & monica",8
"1066","brandy and monica",10
"1067","brandy ft. ray j.",1
"1068","brass construction",5
"1069","brass knuckles",2
"1070","breach",1
"1071","bread",8
"1072","break machine",7
"1073","breakfast club",6
"1074","breathe",2
"1075","breeders",1
"1076","brenda lee",3
"1077","brendan croker",1
"1078","brendan croker & the 5 o'clock shadows",1
"1079","bria skonberg",1
"1080","brian",2
"1081","brian blade and the fellowship band",2
"1082","brian eno",1
"1083","brian fallon",15
"1084","brian hyland",4
"1085","brian may",2
"1086","brian wilson",1
"1087","bright eyes",1
"1088","brigitte bardot",1
"1089","brigitte kaandorp",3
"1090","brigitte nijman",2
"1091","brihang",23
"1092","bring me the horizon",3
"1093","brinsley schwarz",1
"1094","britney spears",100
"1095","britney spears ft. pharrell williams",3
"1096","brockhampton",23
"1097","broiler ft. ravvel",2
"1098","broken back",2
"1099","broken glass heroes",9
"1100","bronski",5
"1101","bronski beat",43
"1102","brook benton",2
"1103","bros",11
"1104","brother beyond",1
"1105","brotherhood of man",7
"1106","brothers johnson",23
"1107","bruce cockburn",6
"1108","bruce hornsby & the range",8
"1109","bruce hornsby and the range",22
"1110","bruce springsteen",159
"1111","bruce springsteen & the e street band",1
"1112","bruce springsteen and the e street band",53
"1113","bruce willis",6
"1114","brugse strangers",5
"1115","bruno mars",283
"1116","bruno mars & cardi b",251
"1117","bruno mars & cardi b + balthazar",1
"1118","bruno mars & cardi b + de la soul",2
"1119","bruno mars & david guetta",4
"1120","bruno mars + calvin harris",1
"1121","bruno mars ft. cardi b",25
"1122","bruno mars ft. cardi b vs kygo",1
"1123","bruno mars ft. cardi b vs major lazer",1
"1124","bruno mars ft. lupe fiasco",25
"1125","bruno mars vs. david guetta",2
"1126","bruno vanden broecke",4
"1127","brussels jazz orchestra and tutu puoane",2
"1128","bryan adams",162
"1129","bryan adams and melanie c",10
"1130","bryan adams and paco de lucia",2
"1131","bryan adams and tina turner",1
"1132","bryan adams ft. melanie c.",5
"1133","bryan adams ft. tina turner",1
"1134","bryan adams, rod stewart and sting",3
"1135","bryan ferry",62
"1136","bts",5
"1137","buck owens",1
"1138","bucks fizz",14
"1139","buckshot lefonque",12
"1140","bud dashiell with the kinsmen",1
"1141","buddy bregman and his orchestra",1
"1142","buddy greco",1
"1143","buddy holly",2
"1144","buena vista social club",5
"1145","buffalo springfield",10
"1146","buffalo tom",5
"1147","buffoons",1
"1148","buggles",17
"1149","bunny sigler",2
"1150","buoys",2
"1151","burak yeter",5
"1152","burak yeter ft. danelle sandoval",7
"1153","buraka il sistema",3
"1154","buraka som sistema",4
"1155","burial",2
"1156","burns",1
"1157","burt blanca",1
"1158","buscemi",12
"1159","buscemi ft. lady cath",1
"1160","buscemi ft.daan",5
"1161","busta rhymes",3
"1162","busta rhymes and mariah carey ft. the flipmode squad",1
"1163","bustamante",1
"1164","busted",11
"1165","buster poindexter",1
"1166","buster pointdexter",6
"1167","butch",3
"1168","buurman",96
"1169","byrds",4
"1170","byron lee",1
"1171","byron miller",1
"1172","bzn",35
"1173","c'est tout",4
"1174","c & c music factory",7
"1175","c and c music factory",2
"1176","c and c music factory ft. freedom williams",3
"1177","c jerome",3
"1178","c w mccall",1
"1179","c. jerome",2
"1180","c.m.",5
"1181","c`est tout",3
"1182","cadenza ft. jorja smith & dre island",5
"1183","caetano veloso",2
"1184","cafe groove",1
"1185","cake",7
"1186","calexico",42
"1187","calexico & buscemi",2
"1188","calimeros",1
"1189","calling",1
"1190","calogero",7
"1191","calum scott",26
"1192","calvin harris",78
"1193","calvin harris & big sean & katy perry & pharrell williams",10
"1194","calvin harris & florence + the machine",5
"1195","calvin harris & ne-yo",1
"1196","calvin harris & pharrell williams & katy perry & big sean",33
"1197","calvin harris + balthazar",1
"1198","calvin harris ft. ayah",1
"1199","calvin harris ft. ayah marar",8
"1200","calvin harris ft. disciples",18
"1201","calvin harris ft. ellie goulding",28
"1202","calvin harris ft. florence welch",9
"1203","calvin harris ft. frank ocean",5
"1204","calvin harris ft. frank ocean & migos",14
"1205","calvin harris ft. haim",1
"1206","calvin harris ft. john newman",2
"1207","calvin harris ft. katy perry & pharrell",2
"1208","calvin harris ft. kehlani & lil yachty",116
"1209","calvin harris ft. kehlani & lil yachty + mark ronson & bruno mars",1
"1210","calvin harris ft. kehlani & lil yachty + the clash",1
"1211","calvin harris ft. kelis",4
"1212","calvin harris ft. ne-yo",1
"1213","calvin harris ft. partynextdoor",5
"1214","calvin harris ft. pharrell",2
"1215","calvin harris ft. pharrell + jay-z",1
"1216","calvin harris ft. pharrell williams",6
"1217","calvin harris ft. pharrell williams katy perry & big sean",11
"1218","calvin harris ft. pharrell williams katy perry and big sean",1
"1219","calvin harris ft. rihanna",27
"1220","calvin harris ft. tinie tempah",3
"1221","calypso rose",4
"1222","camden",1
"1223","camelphat",1
"1224","camelphat & elderbrook",141
"1225","camelphat & elderbrook + sean paul",2
"1226","camelphat & elderbrook + years & years ft. tove lo",1
"1227","cameo",21
"1228","camila cabello",84
"1229","camila cabello & young thug",126
"1230","camila cabello ft. pharrell williams & y...",4
"1231","camila cabello ft. young thug",158
"1232","camila cabello ft. young thug vs christina aguilera, lil' kim, mya, pink",1
"1233","camo & krooked",4
"1234","camo & krooked ft. james hersey",1
"1235","can",2
"1236","candi staton",48
"1237","candlewick green",4
"1238","candy bowman",1
"1239","candy dulfer ft. dave stewart",2
"1240","canned heat",4
"1241","canyon",4
"1242","cape canary",2
"1243","capital cities",4
"1244","capoon",2
"1245","capoon x patrick topping xx jedelo mix",1
"1246","cappella",3
"1247","capricorn",3
"1248","captain & tennille",3
"1249","captain and tennille",2
"1250","captain hollywood project",3
"1251","captain jack",4
"1252","captain sensible",13
"1253","car seat headrest",16
"1254","carat trax ii by zolex",3
"1255","cardi b",8
"1256","cari lekebusch",1
"1257","carl carlton",11
"1258","carl douglas",10
"1259","carl kennedy ft. roachford",1
"1260","carl perkins",2
"1261","carla bruni",8
"1262","carloh",1
"1263","carlos",5
"1264","carlos nuñez",1
"1265","carly rae jepsen",32
"1266","carly simon",24
"1267","carly simon and james taylor",1
"1268","carmel",6
"1269","carmen twillie",1
"1270","caro emerald",2
"1271","carol douglas",4
"1272","carol jiani",15
"1273","carola",1
"1274","carola smit",2
"1275","carole",1
"1276","carole king",19
"1277","carole laure",1
"1278","carolina chocolate drops",1
"1279","caroline loeb",3
"1280","carpenters",29
"1281","carrapicho",1
"1282","carrilio",1
"1283","cars",8
"1284","cartoons",2
"1285","cascada",2
"1286","cascades",3
"1287","cash cash & digital farm animals ft. nelly",2
"1288","cashmer cat ft. selena gomez & tory lane...",3
"1289","cashmere",2
"1290","cashmere cat",1
"1291","cashmere cat major lazer & tory lanez",61
"1292","cass",5
"1293","cassandra wilson",1
"1294","cassie",5
"1295","cassius",6
"1296","cassius ft. cat power & pharrell william...",4
"1297","cast",1
"1298","cat stevens",11
"1299","cataracs (the) ft. waka flocka flame & k...",1
"1300","catarina valente",1
"1301","caterina valente",3
"1302","catherine ferry",2
"1303","cathy dennis",5
"1304","cats",9
"1305","catz 'n dogz",3
"1306","cb milton",1
"1307","ce ce peniston",34
"1308","cece peniston",1
"1309","cecile van dijck",1
"1310","cee-lo green",4
"1311","cee lo green",17
"1312","ceelo green",20
"1313","cees alleen",3
"1314","celien",3
"1315","celine dion",56
"1316","celine dion & bee gees",1
"1317","celine dion & garou",1
"1318","celine dion & ne-yo",4
"1319","celine dion and peabo bryson",1
"1320","celitia",2
"1321","cesaria evora",4
"1322","céu",1
"1323","chab ft. jd davis",1
"1324","chackie jam",40
"1325","chad kroeger",4
"1326","chagrin d'amour",1
"1327","chainsmokers",12
"1328","chainsmokers (the)",6
"1329","chainsmokers (the) ft. daya",2
"1330","chainsmokers (the) ft. rozes",2
"1331","chaka khan",66
"1332","chaka khan & rufus",3
"1333","champagne",11
"1334","champaign",8
"1335","champs",1
"1336","chance the rapper ft. knox fortune",6
"1337","chance the rapper ft. knox future",1
"1338","chance the rapper ft. lil wayne & 2 chainz",1
"1339","chanelle",3
"1340","change",30
"1341","channel zero",1
"1342","chantal acda ft. nils frahm",1
"1343","chaplin band",8
"1344","chapter blue",11
"1345","charades",1
"1346","charelle",26
"1347","charellec",65
"1348","charlene",15
"1349","charles & eddie",21
"1350","charles aznavour",10
"1351","charles bradley",17
"1352","charles earland",1
"1353","charles trenet",1
"1354","charli xcx",5
"1355","charli xcx ft. alma & tove lo",29
"1356","charlie cunningham",1
"1357","charlie daniels band",3
"1358","charlie lownoise& mental theo",1
"1359","charlie parker",1
"1360","charlie parker quartet",1
"1361","charlie puth",348
"1362","charlie puth ft. meghan trainor",14
"1363","charlie puth ft. selena gomez",7
"1364","charlie puth ft. tyga",7
"1365","charlie puth vs rasmus",1
"1366","charlie rich",2
"1367","charlotte",1
"1368","charlotte de witte",10
"1369","charlotte gainsbourg",28
"1370","chas & dave",2
"1371","chas jankel",10
"1372","chase & status",1
"1373","chase & status ft. delilah",10
"1374","chase & status ft. emeli sande",2
"1375","chase & status ft. liam bailey",1
"1376","chase & status ft. plan b",3
"1377","cheap trick",8
"1378","cheat codes & dante klein",2
"1379","cheat codes ft. demi lovato",3
"1380","cheat codes ft. kris kross amsterdam",7
"1381","cheat codes x kriss kross amsterdam",2
"1382","chef",1
"1383","chelley",1
"1384","chelsy",3
"1385","chemical brothers (the)",3
"1386","chemical brothers + depeche mode",1
"1387","chemise",5
"1388","cher",87
"1389","cheri",3
"1390","cherry",5
"1391","cherrymoon trax",2
"1392","cheryl lynn",15
"1393","chesney hawkes",14
"1394","chet baker",5
"1395","chet faker",1
"1396","chet faker ft. marcus marr",1
"1397","chi-lites",5
"1398","chi coltrane",2
"1399","chic",105
"1400","chic & sugarhill gang mix",1
"1401","chic ft. nile rodgers",4
"1402","chica",1
"1403","chicago",16
"1404","chicane",5
"1405","chicane ft. maire brennan",2
"1406","chicane ft. maire brennan of clannad",2
"1407","chicane ft. natasha bedingfield",1
"1408","chicco secci & fabio b",1
"1409","chicken shack",1
"1410","chico buarque",1
"1411","chicory tip",6
"1412","chicos y mendez",1
"1413","childish gambino",5
"1414","china crisis",10
"1415","chip taylor",1
"1416","chocolat's",1
"1417","chocolate puma",2
"1418","chocolats",3
"1419","chris andrews",6
"1420","chris brown",36
"1421","chris brown (r&b); benny benassi",1
"1422","chris brown and benny benassi",11
"1423","chris brown ft. benassi",2
"1424","chris brown ft. benny benassi",5
"1425","chris brown ft. juelz santana",2
"1426","chris brown ft. lil' wayne & tyga",2
"1427","chris brown ft. lil wayne & french montana",3
"1428","chris brown ft. usher & rick ross",1
"1429","chris clark",3
"1430","chris de burgh",16
"1431","chris elbers",4
"1432","chris isaak",33
"1433","chris kaeser",2
"1434","chris lake ft. laura v",2
"1435","chris malinchak",17
"1436","chris malinchak ft. mikky ekko",1
"1437","chris malinchak porno",1
"1438","chris montez",5
"1439","chris rea",91
"1440","chris reilhof",4
"1441","chris roberts",2
"1442","chris thompson",1
"1443","chrispian st peters",2
"1444","christian falk ft. robyn",2
"1445","christian goossens",22
"1446","christian lais",1
"1447","christian vidal",2
"1448","christiano and his magical orchestra",1
"1449","christians",1
"1450","christians and friends",2
"1451","christie",6
"1452","christien",4
"1453","christina aguilera",85
"1454","christina aguilera ft. missy elliot",17
"1455","christina aguilera ft. missy elliott",2
"1456","christina aguilera ft. redman",4
"1457","christina aguilera, lil' kim, mya & p!nk",6
"1458","christina aguilera/lil' kim/mya/pink",3
"1459","christina milian",5
"1460","christine & the queens",1
"1461","christine and the queens",41
"1462","christof chapsis",13
"1463","christoff",131
"1464","christoff & andrei lugovski",1
"1465","christoff & lindsay",14
"1466","christophe & kathleen",3
"1467","christophe chapsis",1
"1468","christopher cross",44
"1469","christopher phonk ft. sarah",1
"1470","chromeo",5
"1471","chromeo ft. toro y moi",5
"1472","chubby checker",4
"1473","chuck berry",6
"1474","chuck jackson",1
"1475","chuck prophet",1
"1476","chuckie & lmfao",3
"1477","chumbawamba",19
"1478","chvrches",3
"1479","ciara ft. justin timberlake",9
"1480","ciccone youth",1
"1481","cid ft. glenna",1
"1482","cigarettes after sex",2
"1483","cilla black",1
"1484","cindy",15
"1485","cindy lauper",7
"1486","circa waves",1
"1487","circus",2
"1488","circus custers",6
"1489","cirque du soleil",3
"1490","ciska peeters",6
"1491","city and colour",1
"1492","city to city",2
"1493","cj lewis",1
"1494","claire",9
"1495","claptone",35
"1496","claptone + moby",2
"1497","claptone ft. ben duffy",2
"1498","claptone ft. george kranz",3
"1499","claptone ft. jaw",8
"1500","clarence clemons ft. jackson browne",24
"1501","clash",7
"1502","class action",7
"1503","classic illustration",2
"1504","classics",4
"1505","claude barzotti",6
"1506","claude francois",48
"1507","claude françois",1
"1508","claude nougaro",1
"1509","claude vonstroke",1
"1510","claudia caluwe",6
"1511","claudia de breij",4
"1512","claudia de breij ft. waylon",1
"1513","claudio capeo",1
"1514","claw boys claw",2
"1515","claydee",1
"1516","clean bandit",60
"1517","clean bandit & anne-marie & sean paul",9
"1518","clean bandit & julia michaels",150
"1519","clean bandit & marina & the diamonds",1
"1520","clean bandit & zara larsson",21
"1521","clean bandit everything but the girl",1
"1522","clean bandit ft. jess glynne",28
"1523","clean bandit ft. julia michaels",211
"1524","clean bandit ft. julia michaels vs fifth harmony & ty dolla $ign",1
"1525","clean bandit ft. julia michaels vs justin bieber",1
"1526","clean bandit ft. louisa johnson",1
"1527","clean bandit ft. sean paul & anne marie",19
"1528","clean bandit ft. sharna bass",4
"1529","clean bandit ft. stylo g",1
"1530","clean bandit ft. zara larsson",38
"1531","clemence & jean-baptiste maunier",4
"1532","clement peerens explosition",1
"1533","cliff dawson",1
"1534","cliff nobles",1
"1535","cliff richard",58
"1536","cliff richard & the young ones",4
"1537","climie & fisher",5
"1538","climie fisher",3
"1539","clint eastwood and general saint",5
"1540","cliq",6
"1541","cliq ft. alika",86
"1542","clivilles and cole",1
"1543","clmd ft. davion farris & farah ash",3
"1544","clock opera",1
"1545","cloudbusting lykke li",1
"1546","clouseau",334
"1547","clout",7
"1548","club 69",1
"1549","club house",2
"1550","club royale",2
"1551","cm",1
"1552","cnco",3
"1553","cnco & little mix",287
"1554","cnco and little mix",14
"1555","coasts",3
"1556","coby grant",1
"1557","cock robin",53
"1558","cocteau twins",1
"1559","cody chesnutt",1
"1560","coely",70
"1561","coely + deus",1
"1562","coely + rusko",1
"1563","coely + the verve",1
"1564","coely ft. bhavi",91
"1565","coely ft. dvtch norris",15
"1566","coeur de pirate",3
"1567","coeur de pirate et jimmy hunt",1
"1568","colbie caillat",19
"1569","coldcut ft. lisa stansfield",7
"1570","coldplay",291
"1571","coldplay & beyoncé",8
"1572","coldplay & big sean",3
"1573","coldplay + the b-52s",1
"1574","coldplay and rhythms del mundo",1
"1575","coldplay and rihanna",1
"1576","coldplay ft. avicii",36
"1577","coldplay ft. beyonce",8
"1578","coldplay ft. big sean",7
"1579","coldplay ft. jay-z",2
"1580","coldplay ft. rihanna",5
"1581","colin blunstone",3
"1582","colinda",7
"1583","colinda & daisy",2
